year,state,act,jim_crow
1901,North Carolina,"The Commissioners shall provide separate cemeteries for the white and colored people of said town, and the fees paid and moneys accruing from the sales of the lots by the white people shall be used in the cemetery provided for them, and the fees paid and money arising from the sale of lots by colored people shall be used in the cemetery provided for them both said cemeteries to cost not exceeding twelve hundred dollars.",1
1901,North Carolina,That the real estate purchased for said cemetery and the burial lots and plots conveyed to individuals for the purpose of interment shall be exempt from assessment and taxation and from sale under execution.,1
1901,North Carolina,"That any person who shall carelessly _or_ willfully destroy, deface or injure any tombstone or other structure placed in said cemetery, or injure any shrub tree, plant or flower therein being shall be guilty of a misdemeanor and upon conviction fined or imprisoned in the discretion of the court.",0
1901,North Carolina,That the Commissioners of said town may cause to be kept in the Mayor's office of said town a record of vital statistics containing all births and deaths occurring therein and such other statistics as they may deem useful and necessary.,0
1901,North Carolina,"Said Commissioners, in addition to their power to maintain a system of water-works, heretofore granted, shall have power and authority to contract and pay for water to be supplied by other persons or corporations to be used for extinguishing fire or other useful or necessary purposes in said town.",0
1901,North Carolina,That the special taxes levied and collected under this act shall be expended in keeping up separate graded schools for the white and colored children in said district between the ages of six and twenty-one years.,1
1901,North Carolina,"That R. B. Watts, N. A. Barber, R. W. Barber, E. W. Hackett, John Hunt, W. W. James, P. H. Wilson, A.",0
1901,North Carolina,"B. Clark, A. J. Howard, D. P. Sherrill, C. Parsons, Irvin Parks, A.",0
1901,North Carolina,"Parks and their associates and successors be and they are hereby created a body politic and corporate under the name and style of the Trustees of the Yadkin Valley Normal and Industrial Academy for the colored race, and by that name to remain in perpetual suecession for the purpose of maintaining a school of high grade at or near Wilkesboro, Wilkes county, and in that name may acquire, hold and convey property, real and personal, may sue and be sued, contract and be contracted with, plead and be impleaded, and in their corporate capacity may exercise such rights and acts as may be deemed needful for the purpose of instructing the colored youths, male and female, in the various common school, academic and collegiate branches, the best methods of teaching the same and the best mode of practical industry as applied to agriculture and mechanic arts may have and use a common seal may make and alter from time to time such by-laws as they may deem necessary for the government of said institution: Provided, such by-laws shall not be inconsistent with the Constitution and laws of the United States and the State of North Carolina.",1
1901,North Carolina,"The said board of trustees shall have full power and authority over the schools for both races in said district, and as soon as practicable they shall establish a graded free school for the white race and a graded free school for the colored race.",1
1901,North Carolina,"They shall have charge of the expenditure of all the public moneys available for school purposes in said district, and the following moneys shall be placed at their disposal: First.",1
1901,North Carolina,All moneys which by law they shall be entitled to receive from the commissioners of the dispensary at Selma.,1
1901,North Carolina,All moneys apportioned to the said school district from the county school fund.,1
1901,North Carolina,All moneys raised by a special tax in said district for school purposes.,1
1901,North Carolina,All moneys which may be appropriated to said purposes by the town of Selma.,1
1901,North Carolina,All moneys donated to said school or received in any way whatsoever.,1
1901,North Carolina,That the moneys shall be so appropriated as to provide the same length of school term for the white and colored schools.,1
1891,North Carolina,"The clerk of the commissioners on or before the first Monday in November after the lists are completed by the commissioners and deposited with him, shall return to the auditor an abstract of the same showing the number of acres of land and their value, and the value of town lots and the number of white and colored polls separately, and specify every other subject of taxation, and the amount of state and county tax paid on each subject, and the amount paid on the whole.",1
1891,North Carolina,"At the same time the clerk shall return to the auditor an abstract of the list of the poor, county and school taxes paid in his county, setting forth separately the tax levied on each poll and on each one hundred doilars value of reai property for each purpose, and also the gross amount of taxes of every kind levied for county purposes.",1
1917,North Carolina,"That it shall be unlawful for any person or persons to fish for Robin Redbreast Perch in the waters of Rockfish Creek and the Northeast River between the fifteenth day of May and the first day of August of each and every year with hook and line, gill nets, gun or rifle, or in any other manner whatsoever: Provided, this act shall not apply to fishing in deep waters with a seine not less than forty-five yards in length and ten feet in depth.",0
1901,North Carolina,"That said company for the purpose of transferring such power as it may generate from point to point, shall have the right to erect poles, and run wires either in the air or under the ground as it may elect: Provided, they shall pay to the owners of the land over which said lines are run, such damage as said owners may sustain therefrom, said damages, if they can not be agreed upon, to be determined in like manner as is               hereinbefore provided for ascertaining damages caused by the construction of the roads mentioned herein.",0
1901,North Carolina,"That said Creek Commissioners shall have power to stop all washes, cut and use timber off the lands of the various owners, open the channels of the creek, widen the channels or remove timber or other obstruction from the banks of the lands of any of the owners, and in short to do any and all things necessary to the proper drainage of said lands.",0
1949,North Carolina,Amend G. S. -.,0
1949,North Carolina,"by rewriting paragraph  of said Section so that said paragraph  shall read as follows:  Hospital facility means any type of hospital, clinic or public health center, housing or quarters for local public health departments, including relating facilities such as laboratories, out-patient departments, nurses home and training facilities, and central service facilities operated in connection with hospitals.",0
1925,North Carolina,"A joint committee on standardization, consisting of three members appointed from the North Carolina State Nurses Association, and three members from the North Carolina State Hospital Association, whose members shall serve for a term of three years, or until their successors are elected, is hereby created.",0
1925,North Carolina,"The joint committee on standardization shall advise with the board of nurse examiners herein created in the adoption of regulations covering applicants for license and admission to examinations, and the stardardization, so far as possible, of the schools of nursing in North Carolina, and shall have the power to classify such schools with the assent of the board of nurse examiners, and prescribe rules and regulations for the classification of schools of nursing.",0
1931,North Carolina,"That this board of trustees shall, as soon as possible after appointment, assemble and organize by the election of a chairman, a secretary and a treasurer, which last officer shall be bonded.",0
1931,North Carolina,"They shall proceed promptly with the purchase of a site for such hospital-home, including, if they deem it desirable, a farm of suitable size, location and fertility, giving due consideration to sanitary surroundings and transportation facilities, and shall then cause to be erected suitable plain, substantial, comfortable and permanent buildings for the accommodation of those for whom this act is intended, giving due regard to the separation of the sexes and races, and such other plans for segregation as their judgment and existing conditions may suggest.",1
1931,North Carolina,"Said buildings are to be furnished with plain, substantial furniture, and such other equipment as conditions demand.",1
1931,North Carolina,"Necessary hospital facilities may be included, but provisions for such facilities and equipment shall have the approval of the State Board of Charities and Public Welfare and the State Board of Health.",1
1907,North Carolina,"That in order to raise funds for the expenses incident to the proper government of the town of Albemarle, the board of commissioners of said town are hereby authorized and empowered as in their judgment they may see fit and proper, not inconsistent with the laws of the State, to annually levy and collect taxes from circuses, shows, liquor dealers, theatres, and entertainments, musical or otherwise, artificial curiosities, venders of patent proprietary medicines, exhibits of any character for money or reward, peddlers of all kinds of goods, wares, merchandise, paints, polishes, varnishes, oils, draymen, liverymen, sales-stables, barbers, photographers, restaurants, and all other things and subjects which are now or may hereafter be taxed by the revenue laws of this State, not exempt by said laws from taxation by cities and towns.",0
1881,North Carolina,"That the aldermen may require and compel the abatement and removal of all nuisances within the city, at the expense of the person causing the same, or the owner or tenant of the grounds whereon the same may be, and may regulate the same if allowed to be established, any slaughter house or place, or the exercise within the city of any offensive or unhealthy trade, business or employment.",0
1897,North Carolina,"That said company may subscribe to the capital stock of any other corporation now in existence or hereafter projected, in this State or elsewhere, and hold shares in same it may buy, sell, own, hold and deal in real estate, standing trees, lumber, lumbermens materials and supplies, and in all other goods, wares and merchandise of any and all kinds it may build, own, equip and operate saw-mills, planing-mills, stonemills, shingle-mills, dry-kilns, hotels, boarding-houses and all other buildings, mills, machinery and apparatus necessary and convenient for the conduct of any part of its business it may also purchase, own, mine for and operate natural gas, oil, coal, iron and other minerals or ores.",0
1965,North Carolina,"The appropriation made out of the General Fund for the Prison Department includes funds to be transferred or paid to the Dorothea Dix Hospital at Raleigh and Cherry Hospital at Goldsboro for care, custody, and treatment of the criminally insane prisoners, and to the North Carolina Sanatorium for care, custody, and treatment of prisoners who have tuberculosis with the amount of funds to be determined as follows: At the beginning of each month the Dorothea Dix Hospital at Raleigh, the Cherry Hospital at Goldsboro, and North Carolina Sanatorium shall render to the Prison Department a bill, on the basis of the per capita cost per day for  the preceding fiscal year, as may be determined by the Director of the Budget, for the care, custody, and treatment, during the preceding month, of criminally insane prisoners and prisoners who have tuberculosis and who have been transferred from the Prison System to said institutions, and the Prison Department shall pay such bills monthly.",0
1955,North Carolina,"Amending Section -., of Volume B of the General Statutes, by adding another paragraph at the end of said Section, which said paragraph shall read as follows: The Hospitals Board of Control is authorized to enter into reciprocal agreements with other states for the purpose of fixing the requirements whereby a patient under commitment to a state hospital in such other state or states may be released and come into this State while still on conditional release or probation from the state hospital of such other state or states.",0
1955,North Carolina,The said board may also enter into reciprocal agreements with another state or states to fix and establish the requirements whereby a patient under commitment to a State Hospital in this State may be released and go into such other state or states while still on conditional release or probation from a State Hospital in this State.,0
1955,North Carolina,"Any such patient so released from a state hospital or other mental institution in another state or states for the purpose of coming into this State shall not be considered to gain residence in this State by any period of time he resides in this State, and a person or patient released from a State Hospital in North Carolina will retain his North Carolina residence or legal settlement during his acceptance in the other state under agreements authorized under this Section.",0
1955,North Carolina,"No members of the State Hospitals Board of Control or the General Superintendent or any physician, psychiatrist, officer, agent or employee of the State Hospitals Board of Control shall be held personally liable for acts done or damages sustained by reason of any official acts done or committed under the authority of this Section.",0
1879,North Carolina,"That it shall not be lawful for any railroad: or steamboat company, or owner, or other common carrier of passengers to make any discrimination for or gainst any hotel, or boarding-house-keeper, or baggageman, by excluding them or other agents, servants-or runners from any public wharf or depot, or other public lace belonging to such common carrier, and to which other persons of the same description may be admitted: Provided, that this act shall not be construed so as to prevent any common carrier of passengers from making such rules and regulations as may be proper and necessary for the comfort, safety and protection of its passengers, but such rules shall apply to all persons alike.",0
1933,North Carolina,"That the Sheriff of Alexander County or his deputies shall be allowed the amount of their actual expenses for conveying prisoners to or from other counties, or to or from the State Prison, for taking insane persons to or from the State Hospital and it shall be the duty of the sheriff to render to the Board of County Commissioners a monthly statement of the expenses herein provided for, showing the amount of expenses and date and purpose for which spent and if satisfied that the amount is correct, said commissioners shall pay the same to the sheriff by order upon the treasurer, bank or banks holding the county funds, and the cost of conveying prisoners, where it may be recovered, shall be taxed in the bill of cost by the court when requested by the commissioners.",0
1927,North Carolina,Manner of taking game.,0
1927,North Carolina,"No person shall at any time of the year take in any manner, number, or quantity, any wild bird or wild animal, or take the nest or eggs of any wild bird, or possess, buy, sell, offer or expose for sale, or transport at any time or in any manner any such bird, animals, or part thereof, or any birds nest or egg, except as permitted by this act the possession of any game animals, except squirrels and rabbits or game birds or part of such animals or game birds in any hotel, restaurant, cafe, market or store, or by any produce dealer in this State shall be prima facie evidence of the possession thereof for the purpose of sale in violation of the provisions of this act but this provision shall not be construed to prohibit the person lawfully obtaining game from having it prepared in a public eating place and served to himself and guests: Provided, however, that for the purpose of this act any person hiring another to kill aforesaid game animals or game birds and receiving same, shall be deemed buying same, and subject to the penalties of this act.",0
1927,North Carolina,"Game birds and game animals shall be taken only in the day time, between half an hour before sunrise and sunset, with a shotgun not larger than number ten - gauge, or a rifle, unless otherwise specifically permitted by this act.",0
1927,North Carolina,"No person shall take any game animals or game birds or migratory game birds from any automobile, or by aid of or with the use of any jack-light, or other artificial light, net, trap, salt-lick, or poison nor shall any such jack-light, net, trap, snare, saltlick or poison be used or set to take any animals or birds nor shall birds or animals be taken from an airplane, power-boat, sailboat, or any boat under sail, or any floating device towed by a power-boat or sailboat nor shall any person take any dove, wild turkey or upland game bird on any field or in any cover in which corn, wheat, or other grain has been deposited for the purpose of drawing such birds thereto.",0
1927,North Carolina,"A person may take game birds and wild animals during the open season therefor, with the aid of dogs, unless specifically prohibited by this act.",0
1927,North Carolina,"It shall be lawful for organized field trial clubs, or associations for the protection of game, to run trials for dogs at any time: Provided, that no game birds or game animals shall be taken during the closed season by reason thereof.",0
1925,North Carolina,"That the board of county commissioners of Lee County, North Carolina, may, by a majority of said board, or upon petition of two hundred voters of said county, shall, after thirty days notice at the courthouse door and publication in one or more newspapers in said county for thirty days, order an election to be held at such time as they may fix, to determine the will of the people of the county whether there shall be issued and sold bonds to an amount not to exceed one hundred thousand dollars , to bear interest at not exceeding six per cent per annum, and to be payable, both principal and interest, when and where they may decide, and to levy a tax of not exceeding ten cents on the one hundred dollars valuation of property and thirty cents on the poll.",0
1925,North Carolina,"The proceeds of said bonds to be used in securing lands and erecting or altering buildings and equipping same, to be used as a public hospital, and said tax to be levied to pay the interest on said bonds, and to Provide a sinking fund to pay said bonds at maturity, and for the maintenance of said hospital.",0
1925,North Carolina,"If the majority of the qualified voters at said election shall vote in favor of the issuing of said bonds and the levying of said tax, then said bonds, or such part thereof as the said board of commissioners may determine, shall be issued and sold by said board, said tax, or such part thereof as shall be required, shall be levied.",0
1925,North Carolina,"The hospital so erected from the sale of said bonds shall be known as Lee County memorial hospital in honor of the soldiers from Lee County in the world war and shall contain a tablet bearing the name of all who lost their lives in the service, as well as a suitable record of all the soldiers from Lee County who were enlisted in the service during the war.",0
1915,North Carolina,"That said board of trustees, annually, beginning with the first Monday of the month after the election hereinafter provided shall be held, provided this act is approved at said election by a majority of the qualified voters of the aforesaid Cherryville Graded School District, shall elect one of their number as treasurer and custodian of all public school funds and the public school money derived from the State for the benefit of said school district, and the same, together with the money arising from any special tax, gifts, grants, apportionments or otherwise, shall be paid to and received by the treasurer of said board of trustees, and the said treasurer shall report monthly to the said board of trustees his receipts and disbursements and vouchers for the same.",0
1915,North Carolina,The money so received shall be held by said treasurer as a fund to be disbursed only upon the order of said board and signed by its chairman and countersigned by its secretary.,0
1915,North Carolina,"The said treasurer shall furnish annually to the said board of trustees a statement, in writing, of his receipts and disbursements of the school money, properly indorsed and approved by the chairman and secretary of said school board.",0
1915,North Carolina,"The bond required of said treasurer shall be fixed by the board of trustees in an amount sufficient to secure all school money which may at any time come into his hands, and the compensation for such services as treasurer shall not exceed the sum of fifty dollars annually.",0
1899,North Carolina,For the purposes and benefits of this act the town of Mount Airy shall be and constitute a public school district for both white and colored.,1
1925,North Carolina,The special charter districts and the local tax districts of the county shall be permitted to retain such part of the special tax heretofore authorized as may in the discretion of the local school board be necessary for the said local tax districts and the special charter districts to extend the school term beyond the eight months and to provide for school activities not embraced in the budget of the county board of education for operating the schools for a term of eight months.,0
1909,North Carolina,"That the provisions of the general road law, except as modified by said chapter seven hundred and ninety-two, Public Laws of one thousand nine hundred and seven, or as modified by this act, Shall be applicable in all respects in working the public roads of Dunn Road District: Provided, that the duties therein prescribed to be performed by the township road supervisors shall be performed by the commissioners of said district, and the duties therein directed to be performed by any overseer shall be performed by the superintendent of said district, an overseer or agent appointed by the commissioners of said district.",0
1905,North Carolina,"Whenever the patrons and friends of any free public school in which a library has already been established under the provisions of ghapter six hundred and sixty-two, Laws of one thousand nine hundred and one, and chapter two hundred and twenty-six, Laws of one thousand nine hundred and tlree, or in which a library has been established for one year under the preceding sections of this act, shall raise by private subscription and tender the treasurer of the county school fund the sum of five dollars  for the enlargement of the library, the county board of education shall appropriate from the money belonging to that school district the sum of five dollars , and the State Board of Education shall remit to the treasurer of the county school fund the sum of five dollars .",0
1905,North Carolina,The money thus collected and appropriated shall be used for the enlargement of libraries already established under the same rules and: restrictions as govern the establishment of new libraries.,0
1893,North Carolina,Injunction upon Receivership.,0
1893,North Carolina,"Whenever a bank or individual banker against whom proceedings have been instituted on account of any alleged refusal to redeem its circulating notes aforesaid denies having failed so to do, it or he may, within any time within ten days after it or he has been notified of the appointment of a receiver, as provided in section seventy-one, apply to the judge of the judicial district in which said bank or banker is established to enjoin future proceedings in the premises and such judge, after citing the comptroller to show cause why further proceedings should not be enjoined, and after the decision of the court finding that such bank or banker has not refused to redeem the circulating notes, when legally presented, in the lawful money of the United States, shall make an order enjoining the comptroller, and any receiver acting under his directions, from all further proceedings on account of such alleged refueal.",0
1889,North Carolina,"That the mayor and board of aldermen of the town of Kings Mountain, North Carolina, and their successors in office, are hereby authorized and empowered to levy a special tax, at the time other taxes are levied, upon the taxable property and polls of said town, for the year eighteen hundred and eighty-nine, for the purpose of paying off the debt contracted by said town authorities in completing what is known as the  Kings Mountain High School building said tax shall not exceed in any one year twenty-five cents on the one hundred dollars worth of property, and may be less according to the discretion of the board of town council said tax to be levied from year to year until the above debt is paid, and to be levied and collected as other taxes, observing the equation prescribed by the constitution.",0
1917,North Carolina,"In codperation with the Supervisor of Teacher-Training and Superintendent of the State Normal Schools for the Colored Race and for the Cherokee Indians, said board shall plan, direct, and supervise the work of said schools, and shall have general direction and supervision of the work of all teachers associations and reading circles and of such other work as may be deemed necessary for professional training and home study for teachers.",1
1957,North Carolina,"Such agreement may be cancelled by the employee executing the same by giving written notice to the county or city superintendent of schools, who is ex-officio Secretary to the county or city board of education, not later than the th day of the month in which he desires such agreement to be terminated, and the county or city board of education may cancel any agreement herein provided for upon giving ten days written notice to the affected employee.",0
1957,North Carolina,"Within ten days after the termination of the agreement, any surplus funds derived from such employee shall be refunded to said employee.",0
1947,North Carolina,"That Chapter  of the Public-Local Laws of  entitled An Act to Establish Kinston Electric Service District, shall be, and the same is hereby, amended by inserting between Section  and Section  thereof a new Section, to be numbered Section , as follows: Sec. .",0
1947,North Carolina,"The City Council of the City of Kinston shall be and it is hereby authorized and empowered to appropriate annually, from revenue received from its municipal power and water plants, an amount not to exceed the sum of three thousand dollars , to be used for advertising the facilities of the City of Kinston and in such manner as in the judgment and discretion of the City Council of the City of Kinston will promote and enhance the profits.",0
1947,North Carolina,"from its electric light and water plants and be for the benefit of the citizens and taxpayers of the said city, which undertaking is hereby declared to be for a public purpose.",0
1947,North Carolina,"The money so appropriated may be expended either directly by the City Council of the City of Kinston or through the facilities of such agency as the said city council may select, and shall be used in such manner as will in the opinion of the said city council best serve the purposes herein set forth.",0
1903,North Carolina,"That for every sale of any such vinous, spirituous an malt liquors contrary to the provisions of this or for any othe violation of this act by the said company, its agents or employees it shall forfeit the sum of one hundred dollars for each and ever: such offense to the benefit of the school fund of the county in whicl such hotel is located, to be recovered upon the suit of the Board o Education of such county, or any other person suing therefor o behalf of such board that a violation of this act by said company its agents or employees, shall be deemed a misdemeanor, and upo conviction fined in the discretion of the court: Provided, that thi act may be annulled by a vote of the people of Transylvania County if they so desire.",0
1911,North Carolina,"That for the purpose of this act there is created a board of graded school trustees of the town of Davidson, which board shall consist of six members divided into three classes.",0
1911,North Carolina,"The term of office of the first class shall expire at the end of two years the term of office of the second class shall expire at the end of four years the term of office of the third class shall expire at the end of six years the term of office of each class to date from the first Monday in May, one thousand nine hundred and eleven.",0
1911,North Carolina,It is further enacted that Dr. H. L. Smith and H. J.,0
1911,North Carolina,"Brown be and are hereby named and appointed in the first class Dr. J. M. MecConnell and M. H. Goodrum are hereby named and appointed in the second class, and that A. Currie and J. R. Withers are hereby named and appointed in the third class.",0
1911,North Carolina,"And it is further enacted that upon the expiration of the term above named and fixed that the board of town commissioners of the town of Davidson shall elect thereafter successors in each class for the term of six years: Provided, that the term of office of no member of said board shall expire until his successor is duly elected: Provided, further, that when any vacancy shall oceur in said board except by expiration of term of office, such vacancy or vacancies shall be filled by said board of graded schoo] trustees.",0
1929,North Carolina,"As evidence and public notice of the existence of such liens, and the postponement of the collection of the amount secured thereby, as herein provided, the said Presbyterian Hospital of Charlotte, North Carolina, shall cause notice thereof to be prepared and duly registered according to law, in Mecklenburg county, in substantially the following form: North Carolina {Notice of lien and postponement of Jcollection of amount secured Mecklenburg County Venereba Pursuant to the provisions of an act of the General Assembly, as found in Chapter twelve of the Private Laws of , notice is hereby given of the continued existence of a lien against the property of the Presbyterian Hospital of Charlotte, North Carolina, to secure the payment of the amount due the City of Charlotte for street and side-walk assessments, and the interest, costs and penalties, authorized in said act, the collection of which has been directed to be postponed under the conditions set forth in the said act, reference to which is hereby made.",0
1929,North Carolina,"This notice, when filed, shall be acknowledged and certified to be correct by the Presbyterian Hospital of Charlotte, North Carolina, and it shall then be probated, registered and indexed as provided by law.",0
1917,North Carolina,"It shall be the duty of the inspector, upon ascertaining, by inspection or otherwise, that any hotel is being carried on contrary to any of the provisions of this act, to notify the manager, or proprietor, in what respect it fails to comply with the law, requiring such persons within a reasonable time to do or to cause to be done the things necessary to make it comply with the law, whereupon such proprietor or manager shall forthwith comply with such requirements.",0
1921,North Carolina,"That the said Shelby Hospital, the grounds of same, and all furniture, equipment, and property thereof, and the physicians, nurses, attendants, persons sick therein, and all persons approaching or coming within the limits of said hospital shall be subject to such rules and regulations as said board of trustees may prescribe.",0
1963,North Carolina,"The Board of County Commissioners of Wayne County, and the Board of Aldermen of the City of Goldsboro are hereby authorized to establish alcoholic rehabilitation programs within their respective jurisdictions for education as to the effects of the use of alcoholic beverages and for the rehabilitation of alcoholics.",0
1963,North Carolina,The respective Boards may establish separate programs or they may establish and operate a joint educational and rehabilitation program for alcoholics upon such terms and conditions as the two Boards may agree.,0
1963,North Carolina,"The Board of County Commissioners and the Board of Aldermen of the City of Goldsboro are authorized to participate and co-operate with the Federal Government, the State Board of Alcoholic Control and the North Carolina Hospital Board of Control in the administration of the local community alcoholic rehabilitation programs.",0
1963,North Carolina,-,0
1901,North Carolina,"That the said confpany shall have power to acquire and hold such lands as it may deem necessary for its purposes in the said city of Wilmington or Southport, and in any other town or towns, counties or townships along its proposed route, and shall specially have the right and power to acquire or guarantee the stocks and bonds, or either, of any inland, coast or ocean transportation company or companies operating to or from any point or points on its lines, and it may develop or aid in the development of its business by building piers, coal docks, elevat tors, ocean steamers, or by acquiring or guaranteeing the stocks and bonds, or either, of hotel, lighterage, wharf, elevating or other such enterprises convenient in connection therewith or as a part thereof.",0
1911,North Carolina,"The board of commissioners are hereby given, within the city limits, all the power and authority that is now or may hereafter be given by the law to the county superintendent of health or county physician, and such further powers and authority as will best preserve the health of the citizens.",0
1911,North Carolina,"The board of commissioners is hereby given power to make such rules and regulations, not inconsistent with the constitution and laws of the State, for the preservation of the health of the inhabitants of the city, as to them may seem right and proper.",0
1911,North Carolina,"Said board of commissioners may establish and maintain, or inspect, regulate or prohibit a hospital, or hospitals, or pest houses, slaughter houses, rendering plants, incineries, and crematories in the city of Raleigh, or within three miles thereof may stop, detain, examine or keep, in a pest house or houses of detention, persons having, or suspected of having any infectious, contagious or other communicable disease may quarantine the city or any part thereof: may cause all persons in the city limits to be vaccinated may, without incurring liabilities to the owner, remove, fumigate or destroy furniture, bedding, clothing or other property which may be found to be tainted or infected with any contagious or infectious disease, and may do all other proper and reasonable things to prevent or stamp out any contagious or infectious disease, and to better preserve the health of the citizens and all expenses incurred by the city in disinfecting or caring for any person or persons, by authority of this section, may be recovered by it from the person, persons or property cared for, and when expense is incurred in caring for property same shall become a lien on said property.",0
1911,North Carolina,"That any person who shall attempt by force, or by threat of violence, to prevent his removal, or that of any other person, to the pest house, house of detention or hospital, or who shall in any way interfere with any officer while performing any of the duties allowed by the chapter, shall be guilty of a misdemeanor.",0
1911,North Carolina,"Said board of commissioners may elect a health officer and create such other offices and employments as to them may seem right and proper, and fill the same and fix their compensation.",0
1943,North Carolina,Appropriations by city and county.,0
1943,North Carolina,"The governing body of any city or county in which the authority is located may appropriate each year, not exceeding five per cent of its general fund for the improvement, maintenance or operation of any public hospital or hospital project constructed, maintained, or operated by or to be constructed, maintained or operated by an authority, and moneys so appropriated and paid to a hospital authority by a city or municipality shall be deemed a necessary expense of such city or municipality.",0
1925,North Carolina,"That the sheriff of Martin County shall receive a salary of not less than six thousand dollars , nor more than seven thousand dollars  per annum, as full compensation for his service and the services of such assistants, deputies and clerks as he may appoint and jailer.",0
1925,North Carolina,"The sheriff shall receive no other compensation whatever, except such fees as are now or may hereafter be allowed by law to the sheriffs for the seizure and destruction of illicit stills, and for actual necessary expenses for conveying prisoners to jail in counties other than their own, and to the States Prison, and insane persons to the State Hospital.",0
1925,North Carolina,"It is expressly provided by the terms of this act to be the duty of the sheriff to furnish the necessary court attendants in the Superior Court and in the recorders court of Martin County, and convey all prisoners to the place of their imprisonment in Martin County without extra compensation, but where it is necessary to bring prisoners on the train to the county jail, the board of commissioners shall pay the actual railroad fare of the deputy and prisoner.",0
1925,North Carolina,"The sheriff shall pay over to the county treasurer all fees, mileage, and other allowances paid to him by the State of North Carolina or by any State institution for performing any duty required of him by law.",0
1879,North Carolina,"Every commission merchant or agent, or dealer, buying or selling for another, shall pay a tax of one per centum on his commissions: Provided, that when spirituous liquors, vinous or malt liquors are sold by commission merchants, they shall pay a tax of five per centum on their sales of said liquors.",0
1879,North Carolina,"Any merchant, dealer or agent selling sewing machines otherwise than is provided specifically in section twenty of this schedule, shall pay a tax of ten dollars in each county.",0
1924,North Carolina,"That outside of the corporate limits of any town or city, no person, firm, or corporation in the county of Cleveland shall expose or offer for sale or sell on Sunday any goods, wares, or merchandise, except as hereinafter permitted and no store, shop, or other place of business in which goods, wares, or merehandise of any kind are kept for sale shall keep open doors from twelve o'clock midnight, Saturday night, until twelve oclock midnight, Sunday night: Provided, that this act shall not apply to hotels, boarding or lodging houses for actual guests, or to restaurants or cafes furnishing meals to actual guests, where the same are not otherwise prohibited by law from keeping open on Sunday and Provided further, that this act shall not apply to drug stores, nor shall it apply to newspapers or magazines, nor to stables and garages, nor to the sale of gasoline and oil used in the propelling and operation of automobiles and motor vehicles.",0
1909,North Carolina,"That for the purpose provided in this act, as to the liability of any person to work on the roads, as aforesaid, his residence shall be deemed to be in the township in which he sleeps five days previous to the time set for working said roads: Provided, that a properly verified receipt from some road official or tax collector from any State, county, city or town or other district shall relieve any holder of same from an equal amount of work or sum of money due under this act as said receipt or certificate shall specify: Provided further, that no bona fide guest of any hotel or boarding house temporarily staying or boarding in Transylvania County shall be liable to road duty.",0
1923,North Carolina,"Subject to a vote of the majority of the qualified voters of the town of Dunn, Harnett County, the board of commissioners of said town are hereby authorized to issue, at one time or from time to time, not exceeding one hundred thousand dollars, bonds of said town for the purpose of erecting and equipping a hotel within said town, and for the purchase of a site therefor, which said hotel is hereby declared to be a public purpose.",0
1927,North Carolina,This act shall be liberally construed to the end that the board of county commissioners and hospital management hereinbefore referred to may avail themselves of any and all benefits to be derived from participatiom in the hospital fund of the Duke Foundation.,0
1925,North Carolina,"The board of trustees of said hospital may establish and maintain, in connection therewith and as a part of such public hospital, a training school for nurses.",0
1913,North Carolina,"The proceeds from the sale of said bonds are to be expended in accordance with the provisions of the general appropriation bill, enacted at this session of the General Assembly, as follows: To cover the deficit in the State treasury, six hundred thousand dollars for equipping and painting the new administration building, seventy-five thousand dollars for remodeling and refurnishing the Supreme Court building and furnishing the office of the State Treasurer, forty thousand dollars for a central heating plant, forty thousand dollars  for permanent improvements at the sevral state institutions, as follows: State Hospital at Morganton, fifty thousand dollars State Hospital at Goldsboro, twenty-five thousand dollars Agricultural and Mechanical College at Raleigh, twenty-five thousand dollars University of North Carolina, one hundred thousand dollars the Normal and Industrial School at Greensboro, fifty thousand dollars the Agricultural and Mechanical College for the Colored Race at Greensboro, seventeen thousand five hundred dollars the Appalachian Training School at Boone, fifteen thousand dollars the Cullowhee Training School, fifteen thousand dollars Bastern Training School at Greenville, forty thousand dollars the State Hospital for the Treament of Tuberculosis at Montrose, twenty thousand dollars for the purchase of land for the School for the Blind, near Raleigh, thirty thousand dollars.",0
