id,law_type,year,state,sentence,length,start_page,end_page,jim_crow,Notes,Labeler
18920740,Acts,1892,SOUTH CAROLINA,. That said corporation is further authorized and em- powered to do a general banking business whenever in the judg- ment of its stockholders it may be to their interest to engage in the same in accordance with the terms of the law in such case .,253,186,186,0,,TC
18920741,Acts,1892,SOUTH CAROLINA,"Approved December 24th, A. D. 1892. AN ACT To RECOGNIZE THE SoutTH BouND RAILKOAD Com- PANY, INCORPORATED IN THE STATE OF GEORGIA, AS THE SAME INCORPORATION AS THAT INCORPORATED IN.",181,186,186,0,,TC
18920742,Acts,1892,SOUTH CAROLINA,"THE Strate oF SouTH CaroLtiIna UNDER THE SAME NAME; TO PROVIDE FOR THE LEASING OF THE SAID COMPANY, AND THE EXTENSION OF ITS CHARTER.",133,186,186,0,,TC
18920743,Acts,1892,SOUTH CAROLINA,"Whereas, under an Act of the Legislature of the State of Georgia, approved September 27th, 1881, entitled ‘‘An Act to provide a general law for the incorporation of railroads and to regulate the same,” and the amendment thereto, Herman Myers, John L. Hammond and others obtained on the 5th day of November, 1888, from the Secretary of State a certificate of incorporation for the said The South Bound Railroad Company, and under the said charter organized the said company ; and whereas, after- wards, to wit, on the 26th day of September, 1889, an Act was passed by the Legislature.",583,186,186,0,,TC
18920744,Acts,1892,SOUTH CAROLINA,"of this State, recognizing and con- firming the said charter, and conferring additional powers and rights upon the said company; and whereas, prior to the said 5th day of November, 1888, the said The South Bound Railroad Company had been incorporated under the laws of the State of SOUTH CAROLINA by the said John L. Hammond and others, and the said corporators had organized under the said charter and subsequently had accepted the charters granted by the State of Georgia ; and whereas, the said corporators and their associates have built and constructed a railroad under the said charters of Georgia and SOUTH CAROLINA as one corporation, have incurred obligations as one corporation, and are now operating the said rail- road from the city of Savannah, in the State of Georgia, to the city of Columbia, in the State of SOUTH CAROLINA, as one corpora- tion, under the name of the South.",892,186,187,0,,TC
18920745,Acts,1892,SOUTH CAROLINA,"Bound Railroad Company : SECTION 1. Be it enacted by the Senate and House of Repre- sentatives of the State of SOUTH CAROLINA, now met and sitting in General Assembly, and by the authority of the same, That the said The South Bound Railroad Company as now constructed and operated between the said cities of Savannah and Columbia is hereby recognized as one and the same corporation, and the contracts made as one corporation are hereby recognized as valid and binding upon the said railroad company.",500,187,187,0,,TC
18920746,Acts,1892,SOUTH CAROLINA,"2, That the said The South Bound Railroad Company is hereby authorized and empowered to lease to some other railroad company its railroad and property: Provided, That it may not enter into any lease with a competing line of railroad calculated to defeat or lessen competition in this State; and that the said corporation shall continue fifty years from the date of this Act.",374,187,187,0,,TC
18920747,Acts,1892,SOUTH CAROLINA,3. That all Acts and parts of Acts inconsistent with this Act are hereby repealed.,82,187,187,0,,TC
18920748,Acts,1892,SOUTH CAROLINA,"Approved December 24th, A. D. 1892. AN ACT to AMEND aN Act ENTITLED “AN AcT TO AMEND THE CHARTER OF THE WADESBORO, WINNSBORO AND Camak RAILROAD CoMPANy,” APPROVED DECEMBER 24TH, 1890.",183,187,187,0,,TC
18920749,Acts,1892,SOUTH CAROLINA,"Be it enacted by the Senate and House of Repre- sentatives of the State of SOUTH CAROLINA, now met and sitting in General Assembly, and by the authority of the same, That Section 2 of an Act entitled ‘‘An Act to amend the charter of 3 the Wadesboro, Winnsboro and Camak Railroad Company, ap- proved December 24th, A, D. 1890, be, and the same is hereby, amended, by adding thereto the following provisoes, so that said Section as amended shall read as follows: SecTION 2, That the said company is hereby authorized to construct a railroad from a point on the North Carolina‘line by a practicable route from Wadesboro, North Carolina, to Winns- boro, SOUTH CAROLINA, through the County of Lancaster, by or near the falls on Catawba River, thence to Winnsboro, and thence through the Counties of Lexington and Edgefield, by such route as the Directors of said company may deem most practicable, to a point on the Savannah River in the direction of Camak, Georgia: Provided, That should the Directors of said company deem it expedient and for the best interests of said company to change the line or route of said railroad, as above set forth, they are hereby authorized and empowered to locate the line of said railroad, and begin the construction thereof, from Catawba Junction, at the intersection point of the Georgia, Carolina and Northern Railroad Company and the Charleston, Cincinnati and Chicago Railroad Company, or from any other point on the line of either of said railroad companies, through the Counties of York, Chesterfield and Fairfield, by and through the Town of Winnsboro, SOUTH CAROLINA, and from thence through the County of Richland to the City of Columbia, in said State, or towards the Georgia line in the direction of Augusta or Camak, Georgia : Provided, further, That the construction of said railroad may be commenced immediately at any point on the line or route of said railroad, so soon as the Directors or officers of said company shall have located the same, and said line shall be completed within five years, otherwise this charter to be and void.",2093,187,188,0,,TC
18920750,Acts,1892,SOUTH CAROLINA,"Acts or parts of Acts in conflict with or repugnant to the provisions of this Act be, and the same are hereby, repealed.",120,188,188,0,,TC
18920751,Acts,1892,SOUTH CAROLINA,"—— AN ACT to AMEND AN AcT ENTITLED “AN ACT TO AUTHORIZE AND EMPOWER THE TOWN CoUNCIL OF ABBEVILLE TO Gon- TRACT WITH THE GEORGIA, CAROLINA AND NORTHERN RAILROAD FOR THE LOCATION .OF CERTAIN RAILROAD SHops In SalD TowN AND TO CONTRIBUTE TO THE SAME,” APPROVED DECEMBER 24TH, 1890.",279,188,188,0,,TC
18920752,Acts,1892,SOUTH CAROLINA,"Be it enacted by the Senate and House of Repre- sentatives of the State of SOUTH CAROLINA, now met and sitting in General Assembly, and by the authority of the same, That an Act entitled ‘“‘An Act to authorize and empower the Town Council of Abbeville to contract with the Georgia, Carolina and Northern Railroad for the location of certain railroad shops in said town and to contribute to the same,” approved December 24th, 1890, be, and the said Act is hereby, amended, by striking out all of said Act after the enacting words and substituting in lieu thereof the following : Sec.",595,188,189,0,,TC
18920753,Acts,1892,SOUTH CAROLINA,"1, That the Town Council of Abbeville is hereby author- ized and empowered to contract with the Georgia, Carolina and Northern Railway Company as to the location of such shops and other structures as the said railway company may determine to build and establish in said town.",275,189,189,0,,TC
18920754,Acts,1892,SOUTH CAROLINA,2. That the said Town Council of Abbeville is further authorized and empowered to contribute to the purposes enumer- ated in the Section 1-of this Act a sum of money not exceeding seventeen thousand dollars.,207,189,189,0,,TC
18920755,Acts,1892,SOUTH CAROLINA, That the said Town Council of Abbeville is hereby authorized and empowered to issue seventeen thousand dollars of seven per cent.,137,189,189,0,,TC
18920756,Acts,1892,SOUTH CAROLINA,"bonds, if so much be necessary, interest payable annually, for the purpose of paying the sum that may be agreed upon for the purposes enumerated in Section 1 of this Act, in denomination of one hundred dollars each, payable in thirty years from the date of their issue.",269,189,189,0,,TC
18920757,Acts,1892,SOUTH CAROLINA,"Said bonds shall be signed by the then Intendant of said town and Treasurer of said Council, and shall not he taxable for municipal purposes: Provided, The contract entered into by and between the said Town Council and said railway company be approved by a majority of the qualified electors of said town, who shall vote at an election to be held within thirty days after the approval of this Act.",397,189,189,2,"""qualified electors""",TC
18920758,Acts,1892,SOUTH CAROLINA,"4, That the said Town Council shall have power, and are required, to order said election, giving at least five days’ notice thereof in the newspapers of said town, specifying the time, place and purpose of the election, and to appoint three managers, who shall without compensation hold and conduct said election.",313,189,189,0,,TC
18920759,Acts,1892,SOUTH CAROLINA,"At the election the ballots to be used shall have written or printed thereon the word “Approve” or “Reject,” the Council having first fixed the amount proposed to be raised.",173,189,189,0,,TC
18920760,Acts,1892,SOUTH CAROLINA,"That it shall be the duty of the managers to conduct the election, count the votes immediately after closing the polls, which shall be kept open from 8 A. M. till 4 P. M., and shall declare the result as in other elections ; which result they shall : immediately certify in writing to the said Council.",312,189,190,0,,TC
18920761,Acts,1892,SOUTH CAROLINA,"That in case a majority of the ballots cast shall have e written or printed thereon ‘‘Approve,” the said Council shall be authorized and required to proceed to issue the bonds provided for in Section 3 of this Act.",222,190,190,0,,TC
18920762,Acts,1892,SOUTH CAROLINA,"7. That for the payment of the interest of said bonds, the Treasurer of said town shall be authorized and required to assess annually upon the property in the said town (Abbeville) such a per centum a3 shall be necessary to pay the interest on said bonds.",255,190,190,0,,TC
18920763,Acts,1892,SOUTH CAROLINA,"This assessment shall be entered in the tax book for the said town under the name and style as ‘‘‘The tax raised to pay the interest on the bonds issued in furtherance of the con- tract with the Georgia, Carolina and Northern Railway Com- pany,” which assessment shall be collected by the said Treasurer under the same regulations as are provided by law for the collec- tion of the other town taxes, which shall be paid over by the Treasurer to the holders of said bonds as the interest thereon shall become due and payable and the coupons presented.",550,190,190,0,,TC
18920764,Acts,1892,SOUTH CAROLINA,"8. That for the purpose of payment and redemption of said bonds, the said Treasurer shall, under the control and direc- tion of the Town Council, assess such a per centum upon the property in said town, Abbeville, as may be necessary to raise an amount which shall be fixed by the said Council, not exceeding fifteen hundred dollars per annum, to be collected by said Trea- surer as directed in Section 7 of this Act, which amount when collected shall be applied as rapidly as possible to the payments of said bonds; or if said bonds cannot be purchased at or near par, shall be invested in safe and available securities until said bonds can be bought: Provided, No assessment shall be made under this Section until fifteen years have elapsed from the date of the issue of said bonds: Provided, further, Should there bea balance in the hands of the Treasurer after paying the accrued pf interest, he shall transfer the same to the account of the sinking fund provided for in this Section.",988,190,190,0,,TC
18920765,Acts,1892,SOUTH CAROLINA,"9. 'That the said Treasurer before entering upon the duties herein specified shall execute and file with the Intendant of said town a bond for five thousand dollars with good security, to be approved by a majority of said Conncil.",230,190,190,0,,TC
18920766,Acts,1892,SOUTH CAROLINA,"If the said Trea- surer shall fail to execute the bond herein required, then the h- duty herein specified shall be performed by the County Treasurer for a like compensation, and he shall receive as remuneration for his services two and one-half per cent.",256,190,191,0,,TC
18920767,Acts,1892,SOUTH CAROLINA,of the amounts received and of the amounts paid out by him under Sections 7 and 8 of this Act.,94,191,191,0,,TC
18920768,Acts,1892,SOUTH CAROLINA,"10, That this Act shall be deemed a public Act and shall become of force immediately upon its approval.",103,191,191,0,,TC
18920769,Acts,1892,SOUTH CAROLINA,"Approved December 17th, A. D. 1892. AN ACT ro Avruorize THE ScHooL District oF THE TowN oF ABBEVILLE TO IssuE ADDITIONAL BONDS AND LEVY AN ADDITIONAL TAX FOR SCHOOL PURPOSES.",174,191,191,0,,TC
18920770,Acts,1892,SOUTH CAROLINA," Be it enacted by the Senate and House of Repre- sentatives of the State of SOUTH CAROLINA, now met and sitting in General Assembly, and by the authority of the same, That the Board of Trustees of the School District of the Town of Abbe- ville are hereby empowered to submit to the qualified voters resi- dent in said school district, at an election to be held for that pur- pose, after at least ten days’ notice, the question of authorizing an additional issue of seven per cent.",490,191,191,2,"""qualified voters""",TC
18920771,Acts,1892,SOUTH CAROLINA,"bonds, not exceeding the amount of three thousand dollars, payable in thirty years from the first day of March, 1892, to be of the denomination of one hundred dollars each, and numbered from one hundred and twenty-one to one hundred and fifty, inclusive.",254,191,191,0,,TC
18920772,Acts,1892,SOUTH CAROLINA,"Said Board of Trustees shall appoint the managers, receive the returns and de- clare the result of said election, and shall issue and sell bonds in the event that said election shall result in favor thereof.",207,191,191,0,,TC
18920773,Acts,1892,SOUTH CAROLINA,"That all the provisions of Sections 6 and 7 of an Act entitled ‘“‘An Act to provide for the establishment of a new school district in Abbe- ville County, and to authorize the issue of bonds by said school district and the levy of a local tax therein,” approved December 18th, 1891, are hereby re-enacted as a part of this Act and are made applicable to the bonds hereby authorized and to the pay- ment thereof.",410,191,191,0,,TC
18920774,Acts,1892,SOUTH CAROLINA,"2. That said Board of Trustees are further empowered at the election hereinbefore authorized to submit to the qualified voters resident in said school district the question of an additional tax of two mills, if so much be necessary, for school purposes ; and all the provisions of Sections 8 and 10 of the Act herein- before recited are hereby re-enacted and made applicable to said tax if said election shall result in favor thereof.",436,191,192,2,"""qualified voters""",TC
18920775,Acts,1892,SOUTH CAROLINA,"3. That this Act shall be deemed a public Act, and shall become of force immediately upon its approval.",103,192,192,0,,TC
18920776,Acts,1892,SOUTH CAROLINA,"—— AN ACT To AMEND SECTION 1 oF AN Act ENTITLED “‘ AN ACT To AMEND AN AcT To ALTER AND AMEND THE CHARTER OF THE TOWN OF GREENWOOD, SoUTH CAROLINA, PassED ATT HE REGULAR SESSION, 1871 AND 1872, AND APPROVED Marca 13TH, 1872,” APPROVED DECEMBER 22D, 1891.",253,192,192,0,,TC
18920777,Acts,1892,SOUTH CAROLINA,"Be it enacted by the Senate and House of Repre- sentatives of the State of SOUTH CAROLINA, now met and sitting in General Assembly, and by the authority of the same, That Section 1 of an Act entitled ““An Act to amend an Act to alter and amend the charter of the town of Greenwood, SOUTH CAROLINA, passed at the regular session, 1871 and 1872, and approved March 13th, 1872,” approved December 22nd, 1891, be, and the same is hereby, amended so as to read as follows: SecTIon 1. That all persons residing in the town of Green- wood, SOUTH CAROLINA, are hereby declared to be a body politic and corporate by the name and style of the Town of Greenwood, and its corporate limits shall bean irregular polygon, the vertices of whose angles shall be at or near the following points and more fully described by the following lines: That the point of com- mencement of said line shall be, beginning at the Western corner of C..N. Calhoun’s residence, it shall ran Eastward to the junc- tion of Cokesbury and Stony Point roads beyond the residence of B. F. Reynolds ; from thence run Northeast of residence of late Capt.",1123,192,192,0,,TC
18920778,Acts,1892,SOUTH CAROLINA,"Tarrant to a large pine tree on the Abbeville road ; thence it shall run Southward to a point on the New Market Road in a flat beyond residence of Joel W. Abney ; from thence it shall run to the crossing on Columbia and Greenville Railroad at the union of lands of R. P. Pinson and J. B. Reid; from this crossing it shall run to the old Mathis road on a straight line West ; from this point it shall run North along the Mathis road to the ford over Hard Labor Creek on a new cut road ; from this point it shall run North to Western corner of C. M. Calhoun’s residence, where survey began.",588,192,192,0,,TC
18920779,Acts,1892,SOUTH CAROLINA,"Approved December 24th, A. D. 1892. AN ACT To AMEND AN Act ENTITLED “AN AcT TO ENABLE AND AUTHORIZE THE ScHOOL DISTRICT OF THE TOWN OF GREENWOOD TO IssuE BONDS FOR THE PURPOSE OF PUR- CHASING SCHOOL PROPERTY AND BUILDING PUBLIC SCHOOL Hovusk IN THE TOWN OF GREENWOOD,” APPROVED DECEM- BER 16, 1891, BY THE ADDITION OF ANOTHER SECTION, TO - BE KNOWN AS.",364,192,193,0,,TC
18920780,Acts,1892,SOUTH CAROLINA,"Be it enacted by the Senate and House of Repre- sentatives of the State of SOUTH CAROLINA, now met and sitting in General Assembly, and by the authority of the same, That an Act entitled <‘An Act to enable and authorize the school district of the town of Greenwood to issue bonds for the purpose of pur- chasing school property and building public school house in the town of Greenwood,” approved December 16th, 1891, be, and the same is hereby, amended by the addition of a new Section, to be known as Section 6 thereof, which said follows: Section shall read as ‘«SEcTION 6. That the County Auditor and the County Trea- surer shall each receive as compensation for the discharge of the duties prescribed in Section 4 of this Act two per cent.",755,193,193,0,,TC
18920781,Acts,1892,SOUTH CAROLINA,"of the amount collected by virtue of said Act.” Approved December 24th, A. D. 1892. AN ACT To Create A SEPARATE ScHoOL DISTRICT FROM PorTIONS OF EDGEFIELD AND ABBEVILLE COUNTIES, TO BE Known as UNION ScHoou District.",216,193,193,2,"""separate school district"" - not sure if this is for racial reasons or geographic reasons, did a little research and can't determine",TC
18920782,Acts,1892,SOUTH CAROLINA," Be it enacted by the Senate and House of Repre- sentatives of the State of SOUTH CAROLINA, now met and sitting in General Assembly, and by the authority of thesame, That those portions of Edgefield and Abbeville Counties lying within the following boundary lines to wit: Beginning in Gray Township, Edgefield County, on Cuffeetown Creek, at the Southern boundary of lands of J. W. Aiton, following said Southern boundary line in a Westerly direction to the old Winterseat road ; thence following said road to Beaver Dam Creek; thence up Beaver Dam Creek to a point in Abbeville County one and one-half miles from the County line at its nearest point ; thence running a line parallel with the County line and one and one-half miles from it to the Mathis road, thence following the Mathis road to the County line, thence running a line in a Southeasterly direction and at right angles with the County line for two miles into Edgefield County ; thence running a line in a Southwesterly direction, and parallel with the County line, to Cuffeetown Creek (or to its intersection with the Northern boundary of Kirksey, No.",1128,193,194,2,,TC
18920783,Acts,1892,SOUTH CAROLINA,"47, School District, and thence along said Northern boundary to Cuffeetown Creek) ; then from the intersection with Cuffeetown Creek following said creek to the starting point and making Cuffeetown Creek the line between the proposed School District and Kirksey, No.",266,194,194,2,,TC
18920784,Acts,1892,SOUTH CAROLINA,"47, School District, to be known as the Union School District.",62,194,194,2,,TC
18920785,Acts,1892,SOUTH CAROLINA," That P. H. Adams, J. W. Aiton and J. M. Gaines be, and the same are hereby, constituted a Board of Trustees for the Union School District, who are to hold their office until their successors are elected and qualified.",225,194,194,2,,TC
18920786,Acts,1892,SOUTH CAROLINA,"3. That the said Board of Trustees shall have the follow- ing powers and duties : Ist, To discharge the duties of School Trustees, and to have all the powers, privileges, rights and liabilities now possessed by and pertaining to School Trustees.",245,194,194,2,,TC
18920787,Acts,1892,SOUTH CAROLINA,2d. To determine the studies and class books to be used in the schools of said district.,88,194,194,2,,TC
18920788,Acts,1892,SOUTH CAROLINA,"3d. To elect and dismiss the teachers, to fix their salaries, to prescribe their duties and terms of office, and to make rules for the government of the schools not incon- sistent with the general school laws.",209,194,194,2,,TC
18920789,Acts,1892,SOUTH CAROLINA,"To make an annual report of the schools in this district to the Superintendent of Education on or before the first Monday in October in each year, to be forwarded through the office of the School Commissioner of Edgefield County.",229,194,194,0,,TC
18920790,Acts,1892,SOUTH CAROLINA,To take in charge and keep in order all buildings and other property belonging to or used for carrying on the schools of the district herein created.,149,194,194,2,,TC
18920791,Acts,1892,SOUTH CAROLINA,"4. That the Board of Trustees shall elect from its mem- bers a Chairman, alsoa Secretary and Treasurer; and that the Treasurer shall give a good bond in the penalty of five hundred dollars, conditioned for the faithful performance of his duties as such.",253,194,194,2,,TC
18920792,Acts,1892,SOUTH CAROLINA,"5. That the Chairman shall call meetings of the Board whenever, in his judgment, it is necessary, or whenever two members of the Board shall, in writing, request him to do so.",175,194,194,2,,TC
18920793,Acts,1892,SOUTH CAROLINA,"6. That the said school district is also hereby authorized and empowered to levy on all real and personal property returned in the said school district a local tax not exceeding three mills on the dollar in any one year, to supplement the general tax for the support of the schools, by the persons and in the mode following, to wit: The said Board of Trustees, if they deem it expedient, shall, on or before the 25th day of January, 1893, and on or before the same day in each succeeding year, call a meeting in the said school district of all the freeholders living in the above named school district and returning real or personal property therein: Provided, That public notice of said meetings, specify- ing the time, place and object, shall be given at least ten days before said meeting by posting the same in three conspicuous places in said school district and by publishing the same at least twice in one of the newspapers having the largest circulation in the said school district.",992,194,195,2,"""freeholders""",TC
18920794,Acts,1892,SOUTH CAROLINA,"The persons answering the above desig- nations, when thus assembled, shall appoint a Chairman and also a Secretary, adjourn from time to time, and decide what addi- tional tax, if any, shall be levied.",201,195,195,2,,TC
18920795,Acts,1892,SOUTH CAROLINA,No tax thus levied shall be repealed at a subsequent meeting within the same fiscal year.,89,195,195,2,,TC
18920796,Acts,1892,SOUTH CAROLINA,"The Chairman of the said meeting shall, within one week there- after, notify the Chairman of said Board of Trustees, and the County Auditor of Edgefield County, and the County Auditor of Abbeville County, of the amount of the tax thus levied on the property in their respective Counties, and the County Auditor shall at once assess such tax on all real and personal property returned in said school district in their respective Counties, and the County Treasurers of said Counties shall collect such tax with the other taxes for the same year ; and said tax shall be liable to like process and penalty as are State and County taxes.",632,195,195,2,,TC
18920797,Acts,1892,SOUTH CAROLINA,The County Treasurers of the Counties of Edgefield and Abbeville shall hold all moneys arising from the Constitutional school tax and poll tax to which said school district may be en- titled under the general provisions of this law or under the pro- visions of this Act.,270,195,195,2,,TC
18920798,Acts,1892,SOUTH CAROLINA,subject to the warrant of the Treasurer of the Board of Trustees of said School District.,89,195,195,0,,TC
18920799,Acts,1892,SOUTH CAROLINA,8. That the County Auditors and County Treasurers of the Counties of Abbeville and Edgefield respectively shall each receive as compensation for the services prescribed by this Act a commission of two per cent.,210,195,195,0,,TC
18920800,Acts,1892,SOUTH CAROLINA,on the net amount collected by vir- tue of any special tax levied and collected in accordance with the provisions of this’Act in their respective Counties.,155,195,195,0,,TC
18920801,Acts,1892,SOUTH CAROLINA,"9. That all Acts and parts of Acts inconsistent with this Act be, and the same are hereby, repealed.",100,195,195,0,,TC
18920802,Acts,1892,SOUTH CAROLINA,"10. This Act shall be deemed a public Act, and shall take effect and be of full force immediately after the date of its passage.",130,195,196,0,,TC
18920803,Acts,1892,SOUTH CAROLINA,"Approved December 24th, A. D. 1892. AN ACT To INCORPORATE THE WARES SHOALS MANUFACTUR- ING AND PowER CoMPANY.",109,196,196,0,,TC
18920804,Acts,1892,SOUTH CAROLINA," Be it enacted by the Senate and House of Repre- sentatives of the State of SOUTH CAROLINA, now met and sitting in General Assembly, and by the authority of the same, That Albert Dial, J. O.",200,196,196,0,,TC
18920805,Acts,1892,SOUTH CAROLINA,"C. Flemming, W. L. Gray, N. B. Dial and J. T. Johnson, of Laurens, S. C., J. T. Simmons, of Green- wood, 8. C., and O. B. Simmons, of Mountville, 8. C., and their associates and successors, be, and they are hereby, made and created a body politic and corporate, under the name and style of the Wares Shoals Manufacturing and Power Company, to be located on land heretofore forming part of what was known as the Gains and Hart plantation on the Saluda River, in the Coun- ties of Laurens and Abbeville in this State, for the purpose of manufacturing, spinning, dyeing, printing, finishing and selling all goods of every kind made of cotton or wool, or of which cot- ton, wool or other fibrous articles may form a part, and any other article of any nature or kind whatsoever which they may from time to time desire ; for spinning and ginning cotton, grind- ing and milling wheat, corn and other grains, sawing lumber and selling merchandise, and for producing and making all machinery, tools and implements necessary to or used for such purposes; with power also to develop power by electricity and utilize the same; to erect wires for the transmission of such power to distant points, and to furnish and sell the same to other parties; to erect such dams, canals, mills, buildings, machine shops, stores, dwellings and other works as may be required or necessary to carry out any or all of such branches of manufacture and business, and also for the transaction of any and all business connected with the purpose so-recited.",1523,196,196,0,,TC
18920806,Acts,1892,SOUTH CAROLINA,"2. That said corporation may purchase and hold all such personal and real estate as may from time to time be required for its purposes, or such as it may be obliged or may deem it for its interest to take in settlement of any debts due to said corpo- ration, and may dispose of the same in such manner and on such terms as it may deem proper; may sue and be sued; may have and use a common seal; shall have full power to lay off its lands into lots and parcels, and to lease, sell, donate or convey the same; to make sales, donations or loans: of its lands, or other property, money or effects, to individuals or other corporations ; to build and construct railroads, tramways or dummy lines, not exceeding twenty miles in length, and operate the same, taking for such carriage or transportation reasonable fare or tolls; and using such motive power, steam, water or electrical, as may be deemed best, in such directions as may be necessary or advisable in connecting the separate parcels of such property together, or in reaching other lines of transportation, or in the conduct or management of the business of the company, or in the construc- tion or operation of mills, factories, workshops, machine shops, and all other industrial enterprises of like nature to those above enumerated ; to lease, construct and operate, or to assist other persons or corporations, in such manner as the said corporation may deem desirable, in leasing, constructing, owning and operat- ing mills, factories, workshops, or other industrial enterprises of like kind; to construct, own, rent and sell houses and other improvements, and to improve its lands in such manner as it may deem fit; to issue bonds from time to time in such amounts asit may deem proper, for the payment of money borrowed, or for its indebtedness, and to secure the same by mortgage or mort- gages on the whole or any part of its property; to make such by-laws for the regulation and government of the said corpora- tion in any and all matters whatsoever not inconsistent with the Constitution and laws of the United States and this State as may be deemed necessary, and may add to, alter or amend the same from time to time as may be desired ; and shall have also, generally, all the rights, powers and privileges in law incident or appertaining to corporations.",2323,196,197,0,,TC
18920807,Acts,1892,SOUTH CAROLINA,"The said corporation shall also have full power to do all acts necessary to open, construct and operate such system or systems of water works as it may deem advisable, and to extend and enlarge the same from time to time as it may deem necessary, drawing its water from such source or sources of water supply to such reservoirs or pumping station as may be most convenient ; and it shall be a misdemeanor, punishable by fine or imprison- ment, for any person in any way to defile or pollute the waters in any such source, water supply, canal, aqueduct or conduit used or to be used by said company, or to obstruct or in any way damage the same, or divert the water therefrom, without permis- sion from said corporation, or to carry off without permission, break, or injure, any pipe, cock, valve, machinery or other property that may be used in connection with said water supply, or to take water from any hydrant, cock or other fixture connected with said water works without permission from the said corporation, or for any person having charge or control of any hydrant or water pipe connected with said water works to allow or permit any other person to take, draw or use water from the same with- out permission from the said corporation, or for any person, by false key or otherwise, after the water shall have been shut off from any premises by said corporation, to cause or suffer the said premises to be again supplied with water from said water cocks without permission from said corporation.",1504,197,198,0,,TC
18920808,Acts,1892,SOUTH CAROLINA,"The said corporation shall have the right to condemn such property rights of way or water sources as may be necessary to enable said company, or the corporations organized by it or with its assistance, to successfully construct, erect and operate the said dams, railroads, railways, tramways, electric works, water works, telephone lines, on payment to the owner or owners thereof of just compensation, such property, rights of way or water courses to be condemned, and such compensation to be determined, in the manner now provided by law for the condemnation of lands and rights of way by railroad corporations, Sec.",618,198,198,0,,TC
18920809,Acts,1892,SOUTH CAROLINA,"The said corporation shall have authority to exercise and enjoy any and all of the purposes, powers and franchises herein conferred, either individually or by assisting other persons or corporations.",199,198,198,0,,TC
18920810,Acts,1892,SOUTH CAROLINA,"in the exercise of such or like purposes, powers and franchises, in such manner as said company may deem desir- able.",117,198,198,0,,TC
18920811,Acts,1892,SOUTH CAROLINA,"The parties aforesaid shall have power to raise by sub- scription a capital for the said corporation of four hundred thou- sand dollars ($400,000), in four thousand (4,000) shares of one hun- dred dollars ($100) each : Provided, however, That a majority of the Board of Directors of the said corporation shall have the power from time to time, and as occasion may require, to increase the said capital stock to any extent not exceeding four million (4,000,000) dollars, whenever they deem proper so to do ; and the said corporation shall, by its by-laws, provide for the manner of raising and distributing such additional capital stock.",636,198,198,0,,TC
18920812,Acts,1892,SOUTH CAROLINA,"Each stockholder in the said corporation shall be jointly and severally liable to the creditors thereof in an amount, besides the value of his share or shares therein, not exceeding five per cent.",198,198,199,0,,TC
18920813,Acts,1892,SOUTH CAROLINA,"of the par value of the share or shares held by him at the time the demand of the creditor was made: Provided, That such demand shall have been made payable within one year : Provided, also, That proceedings to hold such stockholder liable therefor shall be commenced within two years after such debt may have become due, whilst he may remain a stockholder therein, or within one year after he shall have ceased to be such stock- holder: Provided, further, That no person holding a share or shares as executor, administrator, trustee, or any other fiduciary capacity, shall be liable thereon beyond the value of the estate held by him as such executor, administrator, trustee, or in any other fiduciary capacity.",712,199,199,0,,TC
18920814,Acts,1892,SOUTH CAROLINA,Each stockholder shall have one vote for each share of the capital stock of the said corporation he may own or repre- sent at all elections and all meetings of the company ; and the said corporation shall have authority in its by-laws to make such regu- lations as may be deemed proper for the representation by proxy of such stockholders as may be absent at such elections and meetings.,387,199,199,0,,TC
18920815,Acts,1892,SOUTH CAROLINA,"The capital stock of the said corporation shall be deemed personal property ; and the said corporation shall have authority in its by-laws to make all such regulations as may be deemed necessary and proper forthe issuing and transfer of such stock, or for collecting and enforcing, by sale or otherwise, all subscrip- tions made thereto.",337,199,199,0,,TC
18920816,Acts,1892,SOUTH CAROLINA,"10. For the protection of the said corporation, no person or persons shall be allowed to sell or offer for sale any spirituous or malt liquors within three miles thereof; and any violation of this Section of this Act shall be deemed a misdemeanor, and any one upon conviction thereof in a Court of competent juris- diction shall be punished by a fine of not more than one hundred dollars or imprisonment in the County jail for not more than six months, or both, for each and every offense, at the discretion of the Court.",521,199,199,0,,TC
18920817,Acts,1892,SOUTH CAROLINA,"11. All the corporate property of said corporation situate within the County of Laurens shall be exempt from County and township taxes for the period of ten years from the approval of this Act: Provided, Work on the factory is commenced in eighteen months from the date of the approval of this Act.",298,199,199,0,,TC
18920818,Acts,1892,SOUTH CAROLINA,"The Governor of this State is hereby authorized and empowered to appoint some fit and proper person as Constable, who shall reside at the principal place of business of the said cor- poration, and who shall before entering upon the duties of his office take the oaths prescribed in Section 865 of the General Statutes of this State.",334,199,200,0,,TC
18920819,Acts,1892,SOUTH CAROLINA,"The Constable so appointed shall have jurisdiction in the Counties of Chester and Lancaster to the limit of five miles in each and every direction from the main factory building of the said corporation, and shall have all the powers and duties prescribed in Section 872 of the General Statutes afore- said.",306,200,200,0,,TC
18920820,Acts,1892,SOUTH CAROLINA,"In any arrest made by the said Constable, he shall carry the party or parties so arrested before the nearest Trial Justice in and for the County in which such arrest is made, Sec.",179,200,200,0,,TC
18920821,Acts,1892,SOUTH CAROLINA,"13. This Act shall be deemed and taken as a public Act, and shall go into effect from and immediately upon the date of its approval.",132,200,200,0,,TC
